filename,session_id,problem_id,success,task_type,in_tokens,out_tokens,start_time,end_time,duration,steps
3ee2354e-3b40-4ac5-8fda-770f11030d3d_1756212275.99208.json,3ee2354e-3b40-4ac5-8fda-770f11030d3d,user_unregistered_mongodb-localization-2,False,localization,82,26,2025-08-26 12:44:35,2025-08-26 12:44:47,11.93534803390503,2
55e24c96-5397-4ea1-aeca-f04d07ba024a_1756183072.2679374.json,55e24c96-5397-4ea1-aeca-f04d07ba024a,k8s_target_port-misconfig-analysis-3,False,analysis,1053,99,2025-08-26 04:37:52,2025-08-26 04:43:37,344.9548370838165,13
05e5174c-d855-4fa9-8b6b-db87f4fafea8_1756186472.6316485.json,05e5174c-d855-4fa9-8b6b-db87f4fafea8,revoke_auth_mongodb-analysis-1,False,analysis,1033,64,2025-08-26 05:34:32,2025-08-26 05:34:40,8.07772970199585,3
b0a6300a-6b13-4489-87ec-1c7be4c9594f_1756216407.635586.json,b0a6300a-6b13-4489-87ec-1c7be4c9594f,container_kill-detection,True,detection,727,57,2025-08-26 13:53:27,2025-08-26 13:53:34,7.007214546203613,3
4dbf2211-a235-40fb-ac85-75fa2a9c363f_1756187154.522437.json,4dbf2211-a235-40fb-ac85-75fa2a9c363f,revoke_auth_mongodb-detection-2,True,detection,550,24,2025-08-26 05:45:54,2025-08-26 05:45:57,2.861103057861328,2
76f963ce-7ffd-4730-a39d-0b59d7d31f64_1756263352.19088.json,76f963ce-7ffd-4730-a39d-0b59d7d31f64,flower_node_stop-detection,True,detection,8,20,2025-08-27 02:55:52,2025-08-27 02:56:08,16.44156789779663,2
52165bd3-9668-4785-8e8d-4a066b301a4b_1756260840.4634671.json,52165bd3-9668-4785-8e8d-4a066b301a4b,astronomy_shop_recommendation_service_cache_failure-detection-1,True,detection,35,30,2025-08-27 02:14:00,2025-08-27 02:14:00,0.2856931686401367,3
7ecc3ce2-0a6e-4bbb-af43-e9dac9ade098_1756214240.145445.json,7ecc3ce2-0a6e-4bbb-af43-e9dac9ade098,scale_pod_zero_social_net-analysis-1,False,analysis,116,59,2025-08-26 13:17:20,2025-08-26 13:17:28,8.132186889648438,4
5c859e33-bbeb-45fe-ad96-aab4b425ded6_1756175612.9492571.json,5c859e33-bbeb-45fe-ad96-aab4b425ded6,k8s_target_port-misconfig-detection-1,True,detection,10,22,2025-08-26 02:33:32,2025-08-26 02:33:34,1.1013762950897217,2
2477e334-da0d-490c-968b-6b7b4c9bf1c4_1756258333.084467.json,2477e334-da0d-490c-968b-6b7b4c9bf1c4,astronomy_shop_cart_service_failure-localization-1,False,localization,52,40,2025-08-27 01:32:13,2025-08-27 01:32:13,0.34726667404174805,4
4188496f-f914-4cee-9ec5-7b6b368ad392_1756184277.7088716.json,4188496f-f914-4cee-9ec5-7b6b368ad392,auth_miss_mongodb-localization-1,True,localization,854,26,2025-08-26 04:57:57,2025-08-26 04:58:12,14.65943193435669,2
fd9be631-7929-4fec-942e-3f11c5cb02c6_1756212620.8965304.json,fd9be631-7929-4fec-942e-3f11c5cb02c6,user_unregistered_mongodb-mitigation-2,False,mitigation,173,138,2025-08-26 12:50:20,2025-08-26 12:53:11,170.6063015460968,6
1f4f685e-3a2d-4b0e-8789-09d226f0301e_1756259673.3303633.json,1f4f685e-3a2d-4b0e-8789-09d226f0301e,astronomy_shop_payment_service_failure-detection-1,True,detection,35,30,2025-08-27 01:54:33,2025-08-27 01:54:33,0.3530299663543701,3
01e13fd7-2ef9-40d9-add2-6fe0da0bdcc5_1756184763.3823438.json,01e13fd7-2ef9-40d9-add2-6fe0da0bdcc5,auth_miss_mongodb-analysis-1,False,analysis,865,34,2025-08-26 05:06:03,2025-08-26 05:06:09,5.649193048477173,2
